payment_id,contract_id,payment_date,amount
P0718,C0322,2025-03-04,2280.00
P0719,C0348,2025-03-04,575.00
P0720,C0349,2025-03-04,460.00
P0721,C0353,2025-03-04,960.00
P0722,C0359,2025-03-04,1310.00
P0723,C0393,2025-03-04,1595.00
P0724,C0407,2025-03-04,1520.00
P0725,C0425,2025-03-04,1465.00
P0726,C0436,2025-03-04,585.00
P0727,C0011,2025-03-05,1130.00
P0728,C0016,2025-03-05,550.00
P0729,C0018,2025-03-05,760.00
P0730,C0028,2025-03-05,1295.00
P0731,C0031,2025-03-05,1505.00
P0732,C0054,2025-03-05,1140.00
P0733,C0056,2025-03-05,1470.00
P0734,C0095,2025-03-05,810.00
P0735,C0130,2025-03-05,815.00
P0736,C0166,2025-03-05,495.00
P0737,C0305,2025-03-05,770.00
P0738,C0320,2025-03-05,330.00
P0739,C0344,2025-03-05,440.00
P0740,C0357,2025-03-05,1835.00
P0741,C0364,2025-03-05,1095.00
P0742,C0371,2025-03-05,1075.00
P0743,C0387,2025-03-05,1310.00
P0744,C0440,2025-03-05,460.00
P0745,C0129,2025-03-06,1630.00
P0746,C0177,2025-03-06,1760.00
P0747,C0338,2025-03-06,1220.00
P0748,C0414,2025-03-06,1020.00
P0749,C0222,2025-03-07,1280.00
P0750,C0313,2025-03-07,1650.00
P0751,C0171,2025-03-08,1230.00
P0752,C0412,2025-03-08,1290.00
P0753,C0082,2025-03-09,865.00
P0754,C0090,2025-03-09,640.00
P0755,C0210,2025-03-09,1575.00
P0756,C0250,2025-03-09,715.00
P0757,C0295,2025-03-09,1235.00
P0758,C0309,2025-03-09,820.00
P0759,C0375,2025-03-09,1460.00
P0760,C0379,2025-03-09,1205.00
P0761,C0029,2025-03-10,1390.00
P0762,C0206,2025-03-10,930.00
P0763,C0300,2025-03-10,395.00
P0764,C0438,2025-03-10,1795.00
P0765,C0044,2025-03-11,1290.00
P0766,C0101,2025-03-11,435.00
P0767,C0114,2025-03-11,1325.00
P0768,C0152,2025-03-11,1850.00
P0769,C0298,2025-03-11,680.00
P0770,C0374,2025-03-11,1805.00
P0771,C0225,2025-03-12,730.00
P0772,C0296,2025-03-12,875.00
P0773,C0422,2025-03-12,530.00
P0774,C0075,2025-03-14,520.00
P0775,C0311,2025-03-14,570.00
P0776,C0146,2025-03-15,1575.00
P0777,C0032,2025-03-16,385.00
P0778,C0178,2025-03-16,830.00
P0779,C0413,2025-03-16,835.00
P0780,C0017,2025-03-17,1715.00
P0781,C0160,2025-03-17,490.00
P0782,C0235,2025-03-17,1125.00
P0783,C0341,2025-03-17,980.00
P0784,C0389,2025-03-17,465.00
P0785,C0122,2025-03-18,500.00
P0786,C0197,2025-03-18,705.00
P0787,C0216,2025-03-18,1070.00
P0788,C0419,2025-03-18,680.00
P0789,C0441,2025-03-18,1155.00
P0790,C0061,2025-03-20,830.00
P0791,C0086,2025-03-20,410.00
P0792,C0370,2025-03-20,1140.00
P0793,C0434,2025-03-20,925.00
P0794,C0012,2025-03-25,1845.00
P0795,C0031,2025-03-25,1505.00
P0796,C0064,2025-03-25,525.00
P0797,C0077,2025-03-25,1865.00
P0798,C0112,2025-03-25,365.00
P0799,C0117,2025-03-25,1340.00
P0800,C0122,2025-03-25,500.00
P0801,C0170,2025-03-25,760.00
P0802,C0175,2025-03-25,325.00
P0803,C0190,2025-03-25,870.00
P0804,C0192,2025-03-25,740.00
P0805,C0204,2025-03-25,1235.00
P0806,C0270,2025-03-25,400.00
P0807,C0275,2025-03-25,885.00
P0808,C0276,2025-03-25,1235.00
P0809,C0323,2025-03-25,1100.00
P0810,C0325,2025-03-25,3920.00
P0811,C0344,2025-03-25,440.00
P0812,C0359,2025-03-25,1310.00
P0813,C0361,2025-03-25,475.00
P0814,C0374,2025-03-25,1805.00
P0815,C0400,2025-03-25,585.00
P0816,C0419,2025-03-25,680.00
P0817,C0003,2025-03-26,470.00
P0818,C0008,2025-03-26,540.00
P0819,C0017,2025-03-26,1715.00
P0820,C0027,2025-03-26,845.00
P0821,C0066,2025-03-26,1200.00
P0822,C0068,2025-03-26,1680.00
P0823,C0088,2025-03-26,735.00
P0824,C0101,2025-03-26,435.00
P0825,C0106,2025-03-26,525.00
P0826,C0121,2025-03-26,1255.00
P0827,C0159,2025-03-26,975.00
P0828,C0164,2025-03-26,1150.00
P0829,C0214,2025-03-26,975.00
P0830,C0250,2025-03-26,715.00
P0831,C0252,2025-03-26,840.00
P0832,C0261,2025-03-26,1810.00
P0833,C0281,2025-03-26,1160.00
P0834,C0305,2025-03-26,770.00
P0835,C0326,2025-03-26,990.00
P0836,C0364,2025-03-26,1095.00
P0837,C0407,2025-03-26,1520.00
P0838,C0414,2025-03-26,1020.00
P0839,C0447,2025-03-26,675.00
P0840,C0006,2025-03-27,650.00
P0841,C0094,2025-03-27,910.00
P0842,C0147,2025-03-27,610.00
P0843,C0156,2025-03-27,860.00
P0844,C0216,2025-03-27,1070.00
P0845,C0219,2025-03-27,885.00
P0846,C0221,2025-03-27,345.00
P0847,C0223,2025-03-27,525.00
P0848,C0224,2025-03-27,1130.00
P0849,C0280,2025-03-27,435.00
P0850,C0292,2025-03-27,775.00
P0851,C0324,2025-03-27,425.00
P0852,C0345,2025-03-27,470.00
P0853,C0347,2025-03-27,1145.00
P0854,C0350,2025-03-27,1305.00
P0855,C0363,2025-03-27,1745.00
P0856,C0394,2025-03-27,350.00
P0857,C0428,2025-03-27,1390.00
P0858,C0436,2025-03-27,585.00
P0859,C0445,2025-03-27,790.00
P0860,C0010,2025-03-28,1010.00
P0861,C0013,2025-03-28,910.00
P0862,C0048,2025-03-28,1860.00
P0863,C0058,2025-03-28,955.00
P0864,C0067,2025-03-28,300.00
P0865,C0128,2025-03-28,2020.00
P0866,C0145,2025-03-28,1810.00
P0867,C0148,2025-03-28,1040.00
P0868,C0152,2025-03-28,1850.00
P0869,C0161,2025-03-28,1125.00
P0870,C0171,2025-03-28,1230.00
P0871,C0229,2025-03-28,335.00
P0872,C0247,2025-03-28,325.00
P0873,C0263,2025-03-28,600.00
P0874,C0264,2025-03-28,940.00
P0875,C0284,2025-03-28,490.00
P0876,C0289,2025-03-28,570.00
P0877,C0306,2025-03-28,980.00
P0878,C0327,2025-03-28,580.00
P0879,C0334,2025-03-28,1080.00
P0880,C0349,2025-03-28,460.00
P0881,C0370,2025-03-28,1140.00
P0882,C0387,2025-03-28,1310.00
P0883,C0389,2025-03-28,465.00
P0884,C0390,2025-03-28,435.00
P0885,C0392,2025-03-28,845.00
P0886,C0408,2025-03-28,730.00
P0887,C0415,2025-03-28,2150.00
P0888,C0434,2025-03-28,925.00
P0889,C0439,2025-03-28,675.00
P0890,C0019,2025-03-29,1285.00
P0891,C0030,2025-03-29,615.00
P0892,C0073,2025-03-29,1235.00
P0893,C0166,2025-03-29,495.00
P0894,C0185,2025-03-29,625.00
P0895,C0228,2025-03-29,1010.00
P0896,C0233,2025-03-29,380.00
P0897,C0277,2025-03-29,340.00
P0898,C0296,2025-03-29,875.00
P0899,C0313,2025-03-29,825.00
P0900,C0331,2025-03-29,380.00
P0901,C0338,2025-03-29,1220.00
P0902,C0342,2025-03-29,1420.00
P0903,C0377,2025-03-29,1235.00
P0904,C0421,2025-03-29,420.00
P0905,C0440,2025-03-29,460.00
P0906,C0018,2025-03-30,760.00
P0907,C0054,2025-03-30,1140.00
P0908,C0055,2025-03-30,1770.00
P0909,C0069,2025-03-30,1090.00
P0910,C0123,2025-03-30,960.00
P0911,C0130,2025-03-30,815.00
P0912,C0131,2025-03-30,405.00
P0913,C0142,2025-03-30,615.00
P0914,C0181,2025-03-30,1050.00
P0915,C0186,2025-03-30,1155.00
P0916,C0255,2025-03-30,1340.00
P0917,C0266,2025-03-30,1575.00
P0918,C0268,2025-03-30,860.00
P0919,C0269,2025-03-30,1240.00
P0920,C0290,2025-03-30,895.00
P0921,C0307,2025-03-30,470.00
P0922,C0309,2025-03-30,820.00
P0923,C0310,2025-03-30,535.00
P0924,C0348,2025-03-30,575.00
P0925,C0353,2025-03-30,960.00
P0926,C0381,2025-03-30,975.00
P0927,C0417,2025-03-30,3340.00
P0928,C0438,2025-03-30,1795.00
P0929,C0442,2025-03-30,1570.00
P0930,C0028,2025-03-31,1295.00
P0931,C0029,2025-03-31,1390.00
P0932,C0039,2025-03-31,470.00
P0933,C0044,2025-03-31,1290.00
P0934,C0056,2025-03-31,1470.00
P0935,C0059,2025-03-31,585.00
P0936,C0075,2025-03-31,520.00
P0937,C0087,2025-03-31,585.00
P0938,C0107,2025-03-31,1130.00
P0939,C0120,2025-03-31,915.00
P0940,C0141,2025-03-31,360.00
P0941,C0144,2025-03-31,1605.00
P0942,C0160,2025-03-31,490.00
P0943,C0176,2025-03-31,1615.00
P0944,C0198,2025-03-31,1165.00
P0945,C0199,2025-03-31,575.00
P0946,C0206,2025-03-31,930.00
P0947,C0259,2025-03-31,1485.00
P0948,C0267,2025-03-31,720.00
P0949,C0356,2025-03-31,510.00
P0950,C0418,2025-03-31,365.00
P0951,C0427,2025-03-31,690.00
P0952,C0011,2025-04-01,1130.00
P0953,C0023,2025-04-01,845.00
P0954,C0047,2025-04-01,475.00
P0955,C0089,2025-04-01,755.00
P0956,C0092,2025-04-01,370.00
P0957,C0110,2025-04-01,1020.00
P0958,C0163,2025-04-01,2025.00
P0959,C0243,2025-04-01,1535.00
P0960,C0265,2025-04-01,1000.00
P0961,C0271,2025-04-01,2820.00
P0962,C0317,2025-04-01,695.00
P0963,C0320,2025-04-01,330.00
P0964,C0355,2025-04-01,605.00
P0965,C0369,2025-04-01,1175.00
P0966,C0380,2025-04-01,1170.00
P0967,C0413,2025-04-01,835.00
P0968,C0449,2025-04-01,910.00
P0969,C0042,2025-04-02,1275.00
P0970,C0045,2025-04-02,3300.00
P0971,C0099,2025-04-02,280.00
P0972,C0111,2025-04-02,1785.00
P0973,C0129,2025-04-02,1630.00
P0974,C0146,2025-04-02,1575.00
P0975,C0225,2025-04-02,730.00
P0976,C0236,2025-04-02,665.00
P0977,C0297,2025-04-02,1630.00
P0978,C0360,2025-04-02,1070.00
P0979,C0379,2025-04-02,1205.00
P0980,C0412,2025-04-02,1290.00
P0981,C0425,2025-04-02,1465.00
P0982,C0431,2025-04-02,1060.00
P0983,C0014,2025-04-03,1185.00
P0984,C0076,2025-04-03,1940.00
P0985,C0124,2025-04-03,950.00
P0986,C0167,2025-04-03,770.00
P0987,C0197,2025-04-03,705.00
P0988,C0217,2025-04-03,645.00
P0989,C0240,2025-04-03,410.00
P0990,C0278,2025-04-03,710.00
P0991,C0321,2025-04-03,1275.00
P0992,C0396,2025-04-03,1465.00
P0993,C0422,2025-04-03,530.00
P0994,C0448,2025-04-03,1055.00
P0995,C0002,2025-04-04,1355.00
P0996,C0016,2025-04-04,550.00
P0997,C0032,2025-04-04,385.00
P0998,C0051,2025-04-04,1465.00
P0999,C0060,2025-04-04,725.00
P1000,C0105,2025-04-04,730.00
P1001,C0108,2025-04-04,500.00
P1002,C0114,2025-04-04,1325.00
P1003,C0133,2025-04-04,485.00
P1004,C0182,2025-04-04,1300.00
P1005,C0194,2025-04-04,310.00
P1006,C0222,2025-04-04,1280.00
P1007,C0242,2025-04-04,720.00
P1008,C0246,2025-04-04,1015.00
P1009,C0315,2025-04-04,490.00
P1010,C0319,2025-04-04,1590.00
P1011,C0352,2025-04-04,1310.00
P1012,C0398,2025-04-04,840.00
P1013,C0443,2025-04-04,1325.00
P1014,C0033,2025-04-05,555.00
P1015,C0053,2025-04-05,1650.00
P1016,C0093,2025-04-05,720.00
P1017,C0126,2025-04-05,965.00
P1018,C0151,2025-04-05,1670.00
P1019,C0174,2025-04-05,1110.00
P1020,C0177,2025-04-05,1760.00
P1021,C0179,2025-04-05,880.00
P1022,C0226,2025-04-05,620.00
P1023,C0251,2025-04-05,1205.00
P1024,C0293,2025-04-05,1360.00
P1025,C0298,2025-04-05,680.00
P1026,C0299,2025-04-05,1670.00
P1027,C0300,2025-04-05,395.00
P1028,C0311,2025-04-05,570.00
P1029,C0322,2025-04-05,1140.00
P1030,C0332,2025-04-05,1420.00
P1031,C0339,2025-04-05,700.00
P1032,C0341,2025-04-05,980.00
P1033,C0383,2025-04-05,1200.00
P1034,C0015,2025-04-06,1025.00
P1035,C0095,2025-04-06,810.00
P1036,C0196,2025-04-06,1135.00
P1037,C0070,2025-04-07,490.00
P1038,C0357,2025-04-08,1835.00
P1039,C0371,2025-04-08,1075.00
P1040,C0375,2025-04-08,1460.00
P1041,C0187,2025-04-09,1365.00
P1042,C0351,2025-04-09,1105.00
P1043,C0295,2025-04-10,1235.00
P1044,C0086,2025-04-11,410.00
P1045,C0220,2025-04-11,1710.00
P1046,C0441,2025-04-11,1155.00
P1047,C0132,2025-04-12,1585.00
P1048,C0235,2025-04-12,1125.00
P1049,C0287,2025-04-13,645.00
P1050,C0241,2025-04-14,1710.00
P1051,C0393,2025-04-14,1595.00
P1052,C0193,2025-04-15,1195.00
P1053,C0249,2025-04-15,1255.00
P1054,C0362,2025-04-15,1085.00
P1055,C0391,2025-04-15,825.00
P1056,C0080,2025-04-16,1750.00
P1057,C0096,2025-04-16,1990.00
P1058,C0253,2025-04-16,860.00
P1059,C0365,2025-04-16,1100.00
P1060,C0401,2025-04-16,945.00
P1061,C0432,2025-04-16,1570.00
P1062,C0238,2025-04-17,530.00
P1063,C0239,2025-04-18,1510.00
P1064,C0037,2025-04-19,900.00
P1065,C0090,2025-04-19,640.00
P1066,C0115,2025-04-19,615.00
P1067,C0420,2025-04-20,1680.00
P1068,C0012,2025-04-25,1845.00
P1069,C0088,2025-04-25,735.00
P1070,C0107,2025-04-25,1130.00
P1071,C0126,2025-04-25,965.00
P1072,C0131,2025-04-25,405.00
P1073,C0163,2025-04-25,2025.00
P1074,C0166,2025-04-25,495.00
P1075,C0187,2025-04-25,1365.00
P1076,C0194,2025-04-25,310.00
P1077,C0223,2025-04-25,525.00
P1078,C0226,2025-04-25,620.00
P1079,C0255,2025-04-25,1340.00
P1080,C0263,2025-04-25,600.00
P1081,C0264,2025-04-25,940.00
P1082,C0313,2025-04-25,825.00
P1083,C0374,2025-04-25,1805.00
P1084,C0394,2025-04-25,350.00
P1085,C0432,2025-04-25,1570.00
P1086,C0436,2025-04-25,585.00
P1087,C0440,2025-04-25,460.00
P1088,C0443,2025-04-25,1325.00
P1089,C0008,2025-04-26,540.00
P1090,C0015,2025-04-26,1025.00
P1091,C0048,2025-04-26,1860.00
P1092,C0053,2025-04-26,1650.00
P1093,C0058,2025-04-26,955.00
P1094,C0073,2025-04-26,1235.00
P1095,C0123,2025-04-26,960.00
P1096,C0124,2025-04-26,950.00
P1097,C0171,2025-04-26,1230.00
P1098,C0281,2025-04-26,1160.00
P1099,C0311,2025-04-26,570.00
P1100,C0312,2025-04-26,1850.00
P1101,C0323,2025-04-26,1100.00
P1102,C0327,2025-04-26,580.00
P1103,C0332,2025-04-26,710.00
P1104,C0421,2025-04-26,420.00
P1105,C0070,2025-04-27,490.00
P1106,C0082,2025-04-27,1730.00
P1107,C0086,2025-04-27,410.00
P1108,C0089,2025-04-27,755.00
P1109,C0090,2025-04-27,640.00
P1110,C0096,2025-04-27,1990.00
P1111,C0111,2025-04-27,1785.00
P1112,C0145,2025-04-27,1810.00
P1113,C0147,2025-04-27,610.00
P1114,C0173,2025-04-27,870.00
P1115,C0186,2025-04-27,1155.00
P1116,C0192,2025-04-27,740.00
P1117,C0241,2025-04-27,1710.00
P1118,C0277,2025-04-27,340.00
P1119,C0298,2025-04-27,680.00
P1120,C0347,2025-04-27,1145.00
P1121,C0357,2025-04-27,1835.00
P1122,C0362,2025-04-27,1085.00
P1123,C0381,2025-04-27,975.00
P1124,C0400,2025-04-27,585.00
P1125,C0442,2025-04-27,1570.00
P1126,C0011,2025-04-28,1130.00
P1127,C0014,2025-04-28,1185.00
P1128,C0017,2025-04-28,1715.00
P1129,C0027,2025-04-28,845.00
P1130,C0029,2025-04-28,1390.00
P1131,C0042,2025-04-28,1275.00
P1132,C0051,2025-04-28,1465.00
P1133,C0060,2025-04-28,725.00
P1134,C0064,2025-04-28,525.00
P1135,C0132,2025-04-28,1585.00
P1136,C0151,2025-04-28,1670.00
P1137,C0160,2025-04-28,490.00
P1138,C0164,2025-04-28,1150.00
P1139,C0182,2025-04-28,1300.00
P1140,C0183,2025-04-28,1920.00
P1141,C0228,2025-04-28,1010.00
P1142,C0242,2025-04-28,720.00
P1143,C0266,2025-04-28,1575.00
P1144,C0268,2025-04-28,860.00
P1145,C0280,2025-04-28,435.00
P1146,C0295,2025-04-28,1235.00
P1147,C0324,2025-04-28,425.00
P1148,C0383,2025-04-28,1200.00
P1149,C0398,2025-04-28,840.00
P1150,C0425,2025-04-28,1465.00
P1151,C0431,2025-04-28,1060.00
P1152,C0047,2025-04-29,475.00
P1153,C0059,2025-04-29,585.00
P1154,C0067,2025-04-29,300.00
P1155,C0099,2025-04-29,280.00
P1156,C0115,2025-04-29,615.00
P1157,C0117,2025-04-29,1340.00
P1158,C0122,2025-04-29,500.00
P1159,C0128,2025-04-29,2020.00
P1160,C0175,2025-04-29,325.00
P1161,C0176,2025-04-29,1615.00
P1162,C0185,2025-04-29,625.00
P1163,C0198,2025-04-29,1165.00
P1164,C0199,2025-04-29,575.00
P1165,C0216,2025-04-29,1070.00
P1166,C0287,2025-04-29,645.00
P1167,C0306,2025-04-29,980.00
P1168,C0353,2025-04-29,960.00
P1169,C0414,2025-04-29,1020.00
P1170,C0434,2025-04-29,925.00
P1171,C0016,2025-04-30,550.00
P1172,C0041,2025-04-30,1190.00
P1173,C0044,2025-04-30,1290.00
P1174,C0106,2025-04-30,525.00
P1175,C0112,2025-04-30,365.00
P1176,C0120,2025-04-30,915.00
P1177,C0141,2025-04-30,360.00
P1178,C0144,2025-04-30,1605.00
P1179,C0170,2025-04-30,760.00
P1180,C0174,2025-04-30,1110.00
P1181,C0193,2025-04-30,1195.00
P1182,C0229,2025-04-30,335.00
P1183,C0235,2025-04-30,1125.00
P1184,C0249,2025-04-30,1255.00
P1185,C0284,2025-04-30,490.00
P1186,C0321,2025-04-30,1275.00
P1187,C0352,2025-04-30,1310.00
P1188,C0361,2025-04-30,475.00
P1189,C0377,2025-04-30,1235.00
P1190,C0389,2025-04-30,465.00
P1191,C0037,2025-05-01,450.00
P1192,C0039,2025-05-01,470.00
P1193,C0108,2025-05-01,500.00
P1194,C0177,2025-05-01,1760.00
P1195,C0206,2025-05-01,930.00
P1196,C0220,2025-05-01,1710.00
P1197,C0225,2025-05-01,730.00
P1198,C0247,2025-05-01,325.00
P1199,C0265,2025-05-01,1000.00
P1200,C0276,2025-05-01,1235.00
P1201,C0296,2025-05-01,875.00
P1202,C0359,2025-05-01,1310.00
P1203,C0408,2025-05-01,730.00
P1204,C0427,2025-05-01,345.00
P1205,C0110,2025-05-02,1020.00
P1206,C0114,2025-05-02,1325.00
P1207,C0129,2025-05-02,1630.00
P1208,C0146,2025-05-02,1575.00
P1209,C0148,2025-05-02,1040.00
P1210,C0152,2025-05-02,1850.00
P1211,C0217,2025-05-02,645.00
P1212,C0344,2025-05-02,440.00
P1213,C0375,2025-05-02,1460.00
P1214,C0413,2025-05-02,835.00
P1215,C0417,2025-05-02,1670.00
P1216,C0420,2025-05-02,1680.00
P1217,C0449,2025-05-02,910.00
P1218,C0061,2025-05-03,1660.00
P1219,C0069,2025-05-03,1090.00
P1220,C0077,2025-05-03,1865.00
P1221,C0087,2025-05-03,585.00
P1222,C0210,2025-05-03,3150.00
P1223,C0214,2025-05-03,975.00
P1224,C0236,2025-05-03,665.00
P1225,C0239,2025-05-03,1510.00
P1226,C0246,2025-05-03,1015.00
P1227,C0259,2025-05-03,1485.00
P1228,C0278,2025-05-03,710.00
P1229,C0300,2025-05-03,395.00
P1230,C0341,2025-05-03,980.00
P1231,C0342,2025-05-03,1420.00
P1232,C0350,2025-05-03,1305.00
P1233,C0387,2025-05-03,1310.00
P1234,C0401,2025-05-03,945.00
P1235,C0438,2025-05-03,1795.00
P1236,C0447,2025-05-03,675.00
P1237,C0023,2025-05-04,845.00
P1238,C0028,2025-05-04,1295.00
P1239,C0092,2025-05-04,370.00
P1240,C0105,2025-05-04,730.00
P1241,C0161,2025-05-04,1125.00
P1242,C0179,2025-05-04,880.00
P1243,C0181,2025-05-04,1050.00
P1244,C0238,2025-05-04,530.00
P1245,C0243,2025-05-04,1535.00
P1246,C0253,2025-05-04,860.00
P1247,C0307,2025-05-04,470.00
P1248,C0315,2025-05-04,490.00
P1249,C0322,2025-05-04,1140.00
P1250,C0325,2025-05-04,1960.00
P1251,C0356,2025-05-04,510.00
P1252,C0369,2025-05-04,1175.00
P1253,C0411,2025-05-04,3220.00
P1254,C0419,2025-05-04,680.00
P1255,C0439,2025-05-04,675.00
P1256,C0445,2025-05-04,790.00
P1257,C0448,2025-05-04,1055.00
P1258,C0033,2025-05-05,555.00
P1259,C0080,2025-05-05,1750.00
P1260,C0204,2025-05-05,1235.00
P1261,C0224,2025-05-05,1130.00
P1262,C0271,2025-05-05,1410.00
P1263,C0299,2025-05-05,1670.00
P1264,C0310,2025-05-05,535.00
P1265,C0317,2025-05-05,695.00
P1266,C0339,2025-05-05,700.00
P1267,C0345,2025-05-05,470.00
P1268,C0349,2025-05-05,460.00
P1269,C0351,2025-05-05,1105.00
P1270,C0370,2025-05-05,1140.00
P1271,C0391,2025-05-05,825.00
P1272,C0412,2025-05-05,1290.00
P1273,C0032,2025-05-06,385.00
P1274,C0095,2025-05-06,810.00
P1275,C0156,2025-05-06,860.00
P1276,C0178,2025-05-06,1660.00
P1277,C0380,2025-05-06,1170.00
P1278,C0390,2025-05-06,435.00
P1279,C0019,2025-05-07,1285.00
P1280,C0031,2025-05-07,1505.00
P1281,C0066,2025-05-07,1200.00
P1282,C0076,2025-05-07,970.00
P1283,C0169,2025-05-07,1770.00
P1284,C0251,2025-05-07,1205.00
P1285,C0275,2025-05-08,885.00
P1286,C0293,2025-05-08,1360.00
P1287,C0013,2025-05-09,910.00
P1288,C0219,2025-05-09,885.00
P1289,C0290,2025-05-09,895.00
P1290,C0441,2025-05-09,1155.00
P1291,C0003,2025-05-10,470.00
P1292,C0093,2025-05-10,720.00
P1293,C0167,2025-05-11,385.00
P1294,C0326,2025-05-11,990.00
P1295,C0348,2025-05-11,575.00
P1296,C0379,2025-05-11,1205.00
P1297,C0396,2025-05-11,1465.00
P1298,C0418,2025-05-11,365.00
P1299,C0045,2025-05-12,1650.00
P1300,C0056,2025-05-12,1470.00
P1301,C0130,2025-05-12,815.00
P1302,C0222,2025-05-12,1280.00
P1303,C0261,2025-05-12,1810.00
P1304,C0010,2025-05-14,1010.00
P1305,C0054,2025-05-14,1140.00
P1306,C0075,2025-05-14,520.00
P1307,C0125,2025-05-14,2540.00
P1308,C0190,2025-05-14,870.00
P1309,C0133,2025-05-15,485.00
P1310,C0233,2025-05-15,380.00
P1311,C0355,2025-05-15,605.00
P1312,C0371,2025-05-15,1075.00
P1313,C0407,2025-05-15,1520.00
P1314,C0305,2025-05-16,770.00
P1315,C0331,2025-05-16,380.00
P1316,C0068,2025-05-17,1680.00
P1317,C0297,2025-05-17,815.00
P1318,C0319,2025-05-17,1590.00
P1319,C0018,2025-05-18,760.00
P1320,C0197,2025-05-18,705.00
P1321,C0267,2025-05-19,720.00
P1322,C0292,2025-05-19,775.00
P1323,C0334,2025-05-19,1080.00
P1324,C0392,2025-05-19,845.00
P1325,C0393,2025-05-19,1595.00
P1326,C0030,2025-05-20,615.00
P1327,C0101,2025-05-20,435.00
P1328,C0039,2025-05-25,470.00
P1329,C0070,2025-05-25,490.00
P1330,C0088,2025-05-25,735.00
P1331,C0147,2025-05-25,610.00
P1332,C0170,2025-05-25,760.00
P1333,C0204,2025-05-25,1235.00
P1334,C0264,2025-05-25,940.00
P1335,C0307,2025-05-25,470.00
P1336,C0309,2025-05-25,1640.00
P1337,C0341,2025-05-25,980.00
P1338,C0363,2025-05-25,3490.00
P1339,C0369,2025-05-25,1175.00
P1340,C0391,2025-05-25,825.00
P1341,C0398,2025-05-25,840.00
P1342,C0417,2025-05-25,1670.00
P1343,C0422,2025-05-25,1060.00
P1344,C0428,2025-05-25,1390.00
P1345,C0447,2025-05-25,675.00
P1346,C0011,2025-05-26,1130.00
P1347,C0029,2025-05-26,1390.00
P1348,C0042,2025-05-26,1275.00
P1349,C0047,2025-05-26,475.00
P1350,C0055,2025-05-26,1770.00
P1351,C0061,2025-05-26,830.00
P1352,C0082,2025-05-26,865.00
P1353,C0112,2025-05-26,365.00
P1354,C0169,2025-05-26,885.00
P1355,C0219,2025-05-26,885.00
P1356,C0238,2025-05-26,530.00
P1357,C0246,2025-05-26,1015.00
P1358,C0252,2025-05-26,1680.00
P1359,C0268,2025-05-26,860.00
P1360,C0269,2025-05-26,2480.00
P1361,C0292,2025-05-26,775.00
P1362,C0306,2025-05-26,980.00
P1363,C0311,2025-05-26,570.00
P1364,C0350,2025-05-26,1305.00
P1365,C0380,2025-05-26,1170.00
P1366,C0390,2025-05-26,435.00
P1367,C0434,2025-05-26,925.00
P1368,C0108,2025-05-27,500.00
P1369,C0111,2025-05-27,1785.00
P1370,C0164,2025-05-27,1150.00
P1371,C0173,2025-05-27,435.00
P1372,C0220,2025-05-27,1710.00
P1373,C0225,2025-05-27,730.00
P1374,C0271,2025-05-27,1410.00
P1375,C0319,2025-05-27,1590.00
P1376,C0323,2025-05-27,1100.00
P1377,C0324,2025-05-27,425.00
P1378,C0338,2025-05-27,2440.00
P1379,C0339,2025-05-27,700.00
P1380,C0360,2025-05-27,1070.00
P1381,C0387,2025-05-27,1310.00
P1382,C0411,2025-05-27,1610.00
P1383,C0436,2025-05-27,585.00
P1384,C0442,2025-05-27,1570.00
P1385,C0037,2025-05-28,450.00
P1386,C0051,2025-05-28,1465.00
P1387,C0067,2025-05-28,300.00
P1388,C0121,2025-05-28,2510.00
P1389,C0122,2025-05-28,500.00
P1390,C0132,2025-05-28,1585.00
P1391,C0142,2025-05-28,1230.00
P1392,C0145,2025-05-28,1810.00
P1393,C0146,2025-05-28,1575.00
P1394,C0156,2025-05-28,860.00
P1395,C0174,2025-05-28,1110.00
P1396,C0178,2025-05-28,830.00
P1397,C0206,2025-05-28,930.00
P1398,C0221,2025-05-28,690.00
P1399,C0224,2025-05-28,1130.00
P1400,C0228,2025-05-28,1010.00
P1401,C0276,2025-05-28,1235.00
P1402,C0284,2025-05-28,490.00
P1403,C0317,2025-05-28,695.00
P1404,C0362,2025-05-28,1085.00
P1405,C0364,2025-05-28,2190.00
P1406,C0381,2025-05-28,975.00
P1407,C0439,2025-05-28,675.00
P1408,C0448,2025-05-28,1055.00
P1409,C0016,2025-05-29,550.00
P1410,C0087,2025-05-29,585.00
P1411,C0101,2025-05-29,435.00
P1412,C0148,2025-05-29,1040.00
P1413,C0217,2025-05-29,645.00
P1414,C0240,2025-05-29,820.00
P1415,C0312,2025-05-29,925.00
P1416,C0356,2025-05-29,510.00
P1417,C0385,2025-05-29,950.00
P1418,C0413,2025-05-29,835.00
P1419,C0443,2025-05-29,1325.00
P1420,C0008,2025-05-30,540.00
P1421,C0017,2025-05-30,1715.00
P1422,C0041,2025-05-30,595.00
P1423,C0048,2025-05-30,1860.00
P1424,C0054,2025-05-30,1140.00
P1425,C0066,2025-05-30,1200.00
P1426,C0080,2025-05-30,1750.00
P1427,C0099,2025-05-30,280.00
P1428,C0131,2025-05-30,405.00
P1429,C0175,2025-05-30,325.00
P1430,C0196,2025-05-30,2270.00
P1431,C0222,2025-05-30,1280.00
P1432,C0261,2025-05-30,1810.00
P1433,C0295,2025-05-30,1235.00
P1434,C0315,2025-05-30,490.00
